City,Province,Year,Make,Model,Price,Mileage,URL
Winnipeg,MB,2008,Honda,civic,8999,184000,facebook.com/marketplace/item/618573443564514/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2008,Honda,civic,10000,189000,facebook.com/marketplace/item/173340538767464/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2015,Honda,civic,15500,92000,facebook.com/marketplace/item/633787758371572/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2015,Honda,civic,15900,177000,facebook.com/marketplace/item/275735354989535/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2000,Honda,civic,1500,123000,facebook.com/marketplace/item/636906371365904/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2015,Honda,civic,18585,94000,facebook.com/marketplace/item/5866687606771206/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2018,Honda,civic,24000,104000,facebook.com/marketplace/item/1006572037189469/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2012,Honda,civic,16000,181000,facebook.com/marketplace/item/1305345153395222/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2018,Honda,civic,20900,54000,facebook.com/marketplace/item/786022166395304/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,civic,24999,75000,facebook.com/marketplace/item/1020257485821442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Brokenhead,MB,2012,Honda,civic,10000,188000,facebook.com/marketplace/item/803540197591587/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2017,Honda,civic,27995,70000,facebook.com/marketplace/item/758259836040084/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2020,Honda,civic,28505,60000,facebook.com/marketplace/item/1749477192121920/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2017,Honda,civic,27995,70000,facebook.com/marketplace/item/809641387217512/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2017,Honda,civic,27995,70000,facebook.com/marketplace/item/824922365854271/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,civic,22990,67000,facebook.com/marketplace/item/1192535275480496/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2008,Honda,civic,9500,167000,facebook.com/marketplace/item/636711931360318/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2007,Honda,civic,8500,149000,facebook.com/marketplace/item/217600577709449/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2015,Honda,civic,16000,159000,facebook.com/marketplace/item/274751384917066/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2009,Honda,civic,12900,165000,facebook.com/marketplace/item/247849714522627/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2014,Honda,civic,16900,127000,facebook.com/marketplace/item/523183609881458/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2010,Honda,civic,8500,139000,facebook.com/marketplace/item/775651881015379/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2012,Honda,civic,11700,146000,facebook.com/marketplace/item/793413075523842/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2012,Honda,civic,15000,90000,facebook.com/marketplace/item/964775258169562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2015,Honda,civic,18500,177000,facebook.com/marketplace/item/264537629579798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2013,Honda,civic,16500,163000,facebook.com/marketplace/item/749970416908086/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2017,Honda,civic,25995,83000,facebook.com/marketplace/item/1578153662967225/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2002,Honda,civic,10995,119000,facebook.com/marketplace/item/3086766591628401/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2017,Honda,civic,27995,70000,facebook.com/marketplace/item/995247705249199/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2009,Honda,civic,11999,113000,facebook.com/marketplace/item/6224718577576447/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2008,Honda,civic,9900,172000,facebook.com/marketplace/item/649650553187034/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2016,Honda,civic,18500,135000,facebook.com/marketplace/item/1282102499365765/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2010,Honda,civic,12500,148000,facebook.com/marketplace/item/210050011851703/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,civic,18900,67000,facebook.com/marketplace/item/146508588433401/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2008,Honda,civic,8990,189000,facebook.com/marketplace/item/768853241542526/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2020,Honda,civic,23500,51000,facebook.com/marketplace/item/1636120780202411/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,civic,3500,145000,facebook.com/marketplace/item/937981044079050/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2008,Honda,civic,8500,164000,facebook.com/marketplace/item/276167471551452/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,civic,17000,124000,facebook.com/marketplace/item/5802366436532145/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,11450,171000,facebook.com/marketplace/item/1251611915745282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,17900,97000,facebook.com/marketplace/item/1301307827155217/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2009,Honda,civic,8800,182000,facebook.com/marketplace/item/1818564201872024/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,civic,16000,115000,facebook.com/marketplace/item/197874439880194/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,civic,15700,53000,facebook.com/marketplace/item/979145379898987/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2011,Honda,civic,8500,198000,facebook.com/marketplace/item/161433423574791/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,13000,135000,facebook.com/marketplace/item/270594432020538/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,civic,18900,67000,facebook.com/marketplace/item/803417414695403/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,11450,171000,facebook.com/marketplace/item/1038864530831217/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2016,Honda,civic,18700,87000,facebook.com/marketplace/item/1199707780694307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,civic,25888,86000,facebook.com/marketplace/item/669101111712785/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2017,Honda,civic,24488,71000,facebook.com/marketplace/item/640084384338750/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,civic,14950,172000,facebook.com/marketplace/item/620214606702040/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2016,Honda,civic,26999,96000,facebook.com/marketplace/item/1524450778351432/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,8500,185000,facebook.com/marketplace/item/1618098588661927/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,civic,19999,160000,facebook.com/marketplace/item/1066286690999483/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,civic,22995,80000,facebook.com/marketplace/item/959171338618823/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,12700,133000,facebook.com/marketplace/item/565667372155360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,civic,13500,151000,facebook.com/marketplace/item/611505367710868/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2018,Honda,civic,25999,81000,facebook.com/marketplace/item/262555553103086/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2016,Honda,civic,20999,144000,facebook.com/marketplace/item/197644679446884/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Strathcona County,AB,2011,Honda,civic,14900,76000,facebook.com/marketplace/item/274113525106287/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2012,Honda,civic,14500,70000,facebook.com/marketplace/item/214029304342763/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Red Deer,AB,2011,Honda,civic,10500,167000,facebook.com/marketplace/item/268089519029291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2010,Honda,civic,2500,200000,facebook.com/marketplace/item/267293379301281/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2014,Honda,civic,17000,126000,facebook.com/marketplace/item/314592507561055/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2014,Honda,civic,17000,116000,facebook.com/marketplace/item/918969202530186/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2008,Honda,civic,9000,177000,facebook.com/marketplace/item/726802902780625/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2004,Honda,civic,7000,192000,facebook.com/marketplace/item/1005892563748849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2012,Honda,civic,12900,188000,facebook.com/marketplace/item/6291290320955203/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Kamloops,BC,2014,Honda,civic,9000,197000,facebook.com/marketplace/item/1954728488211315/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2003,Honda,civic,1500,100000,facebook.com/marketplace/item/1453305065205269/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2014,Honda,civic,16000,136000,facebook.com/marketplace/item/949920262910674/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2013,Honda,civic,12399,158000,facebook.com/marketplace/item/797355325441615/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2009,Honda,civic,8999,140000,facebook.com/marketplace/item/809107877597008/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2012,Honda,civic,14000,130000,facebook.com/marketplace/item/298019432560895/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2006,Honda,civic,8995,101000,facebook.com/marketplace/item/6400486703344936/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2007,Honda,civic,7500,185000,facebook.com/marketplace/item/211186555144208/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2005,Honda,civic,6700,191000,facebook.com/marketplace/item/178800381821576/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2015,Honda,civic,16800,146000,facebook.com/marketplace/item/1674391996374557/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2012,Honda,civic,15995,108000,facebook.com/marketplace/item/219045624305770/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2017,Honda,civic,19488,80000,facebook.com/marketplace/item/799076164843442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2012,Honda,civic,11200,136000,facebook.com/marketplace/item/785688039728663/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2004,Honda,civic,5500,132000,facebook.com/marketplace/item/949974956292242/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2013,Honda,civic,13900,192000,facebook.com/marketplace/item/1962173557495271/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2008,Honda,civic,9888,195000,facebook.com/marketplace/item/761828189058423/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2010,Honda,civic,9500,144000,facebook.com/marketplace/item/278557447975136/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Delta,BC,2014,Honda,civic,16250,99000,facebook.com/marketplace/item/1196012104430566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2014,Honda,civic,11300,172000,facebook.com/marketplace/item/3393868667594165/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2007,Honda,civic,7000,200000,facebook.com/marketplace/item/917400299341339/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2014,Honda,civic,16900,132000,facebook.com/marketplace/item/655018149823105/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2002,Honda,civic,3950,187000,facebook.com/marketplace/item/952670992668205/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2016,Honda,civic,18499,149000,facebook.com/marketplace/item/3538702629731145/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2008,Honda,civic,8000,199000,facebook.com/marketplace/item/302363262122450/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2015,Honda,civic,14899,105000,facebook.com/marketplace/item/269423325589820/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2016,Honda,civic,21300,87000,facebook.com/marketplace/item/562139506117342/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2012,Honda,civic,14800,95000,facebook.com/marketplace/item/1288556551765676/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2017,Honda,civic,22000,137000,facebook.com/marketplace/item/642030830806680/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2012,Honda,civic,10950,183000,facebook.com/marketplace/item/240207388627986/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2010,Honda,civic,12500,157000,facebook.com/marketplace/item/261138713256346/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2004,Honda,civic,5500,176000,facebook.com/marketplace/item/107150835726542/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2015,Honda,civic,16800,146000,facebook.com/marketplace/item/240891405246162/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2013,Honda,civic,9700,190000,facebook.com/marketplace/item/1005102543981376/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2016,Honda,civic,20895,132000,facebook.com/marketplace/item/3164414247186371/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2017,Honda,civic,16989,166000,facebook.com/marketplace/item/276520381426870/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Parksville,BC,2008,Honda,civic,8400,178000,facebook.com/marketplace/item/3423060694621894/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
North Vancouver,BC,2015,Honda,civic,20995,131000,facebook.com/marketplace/item/23992373907028712/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Coquitlam,BC,2016,Honda,civic,20499,128000,facebook.com/marketplace/item/787852306075625/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2006,Honda,civic,8799,139000,facebook.com/marketplace/item/3628269134126905/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2016,Honda,civic,20997,58000,facebook.com/marketplace/item/231711599615162/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Langley,BC,2018,Honda,civic,29850,94000,facebook.com/marketplace/item/217945007730287/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2012,Honda,civic,15399,95000,facebook.com/marketplace/item/633871855436817/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2019,Honda,civic,17990,94000,facebook.com/marketplace/item/798235988275316/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Coquitlam,BC,2014,Honda,civic,20000,70000,facebook.com/marketplace/item/6299760623437833/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2006,Honda,civic,6500,192000,facebook.com/marketplace/item/793335559041319/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2014,Honda,civic,16899,132000,facebook.com/marketplace/item/1114999312606400/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Langley,BC,2001,Honda,civic,3900,153000,facebook.com/marketplace/item/1271587260125919/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2017,Honda,civic,27995,52000,facebook.com/marketplace/item/1305781527021832/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2016,Honda,civic,23888,102000,facebook.com/marketplace/item/484475217177138/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
